program,workstream,tool_id,capex_category,vendor,fiscal_month,planned_spend_usd,actual_spend_usd,forecast_spend_usd,po_date,install_date_planned,install_date_actual,status
Orion-Ramp,Facilities,T-OR-03,Facilities,VendorE,2024-11,109731.0,107081.15,108538.57,2024-11-14,2025-03-21,2025-03-08,Installed
Orion-Ramp,Facilities,T-OR-03,SpareParts,VendorE,2024-11,56231.0,65624.12,60457.9,2024-11-21,2024-12-29,2025-01-09,Installed
Orion-Ramp,Facilities,T-OR-03,TestEquipment,VendorE,2024-11,68015.0,82713.65,74629.39,2024-11-13,2025-03-10,,Planned
Orion-Ramp,Facilities,T-OR-03,Fixtures,VendorE,2024-12,203585.0,169837.67,188398.7,2024-12-14,2025-01-30,2025-01-31,Installed
Orion-Ramp,Facilities,T-OR-03,Tooling,VendorE,2024-12,179576.0,162532.67,171906.5,2024-12-09,2025-01-03,2025-01-12,Installed
Orion-Ramp,Facilities,T-OR-03,IT/Network,VendorE,2024-12,56183.0,49546.77,53196.7,2024-12-04,2025-02-18,2025-02-22,Installed
Orion-Ramp,Facilities,T-OR-03,Tooling,VendorE,2025-01,198544.0,161626.21,181930.99,2025-01-07,2025-05-04,,Planned
Orion-Ramp,Facilities,T-OR-03,Facilities,VendorE,2025-01,114893.0,151834.77,131516.8,2025-01-19,2025-05-11,,Planned
Orion-Ramp,Facilities,T-OR-03,SpareParts,VendorE,2025-01,280197.0,327245.18,301368.68,2025-01-14,2025-05-12,2025-05-27,Delayed
Orion-Ramp,Facilities,T-OR-03,Facilities,VendorE,2025-02,258850.0,262068.79,260298.45,2025-02-08,2025-03-29,,Planned
Orion-Ramp,Facilities,T-OR-03,TestEquipment,VendorE,2025-02,169807.0,172055.93,170819.02,2025-02-19,2025-04-19,,Planned
Orion-Ramp,Facilities,T-OR-03,Tooling,VendorE,2025-02,109956.0,105599.58,107995.61,2025-02-20,2025-04-14,2025-04-01,Installed
Orion-Ramp,Facilities,T-OR-03,IT/Network,VendorE,2025-03,206587.0,201806.43,204435.74,2025-03-12,2025-04-12,2025-04-20,Installed
Orion-Ramp,Facilities,T-OR-03,Fixtures,VendorE,2025-03,249388.0,184103.68,220010.06,2025-03-12,2025-06-01,2025-06-13,Installed
Orion-Ramp,Facilities,T-OR-03,TestEquipment,VendorE,2025-03,237750.0,247253.72,242026.67,2025-03-04,2025-06-19,,Planned
Orion-Ramp,Facilities,T-OR-03,Facilities,VendorE,2025-04,251233.0,250466.65,250888.14,2025-04-06,2025-07-05,2025-07-06,Installed
Orion-Ramp,Facilities,T-OR-03,SpareParts,VendorE,2025-04,271427.0,311753.87,289574.09,2025-04-22,2025-05-31,2025-07-03,Installed
Orion-Ramp,Facilities,T-OR-03,TestEquipment,VendorE,2025-04,94457.0,86542.25,90895.36,2025-04-02,2025-05-30,2025-05-21,Installed
Orion-Ramp,Facilities,T-OR-03,Tooling,VendorE,2025-05,15697.0,16824.44,16204.35,2025-05-01,2025-09-10,2025-10-13,Installed
Orion-Ramp,Facilities,T-OR-03,SpareParts,VendorE,2025-05,295095.0,280681.51,288608.93,2025-05-08,2025-07-20,2025-07-10,Installed
Orion-Ramp,Facilities,T-OR-03,TestEquipment,VendorE,2025-05,247646.0,266582.86,256167.59,2025-05-16,2025-08-27,,Planned
Orion-Ramp,Facilities,T-OR-03,Fixtures,VendorE,2025-06,53360.0,60473.34,56561.01,2025-06-23,2025-10-21,,Planned
Orion-Ramp,Facilities,T-OR-03,Facilities,VendorE,2025-06,95764.0,89067.06,92750.38,2025-06-18,2025-09-18,,Planned
Orion-Ramp,Facilities,T-OR-03,TestEquipment,VendorE,2025-06,124648.0,141628.51,132289.23,2025-06-02,2025-10-16,,Planned
Orion-Ramp,Facilities,T-OR-03,Fixtures,VendorE,2025-07,223129.0,213505.17,218798.27,2025-07-10,2025-08-07,,Planned
Orion-Ramp,Facilities,T-OR-03,Facilities,VendorE,2025-07,126257.0,119110.3,123040.98,2025-07-10,2025-09-24,,Planned
Orion-Ramp,Facilities,T-OR-03,IT/Network,VendorE,2025-07,263830.0,260547.57,262352.91,2025-07-11,2025-10-27,2025-11-24,Installed
Orion-Ramp,Facilities,T-OR-03,SpareParts,VendorE,2025-08,155217.0,157471.26,156231.41,2025-08-18,2025-09-13,2025-09-23,Installed
Orion-Ramp,Facilities,T-OR-03,TestEquipment,VendorE,2025-08,18315.0,15301.33,16958.85,2025-08-22,2025-11-04,2025-11-15,Installed
Orion-Ramp,Facilities,T-OR-03,Tooling,VendorE,2025-08,95389.0,105370.0,99880.45,2025-08-05,2025-09-08,,Planned
Orion-Ramp,Facilities,T-OR-03,SpareParts,VendorE,2025-09,98217.0,89068.5,94100.18,2025-09-19,2025-11-07,,Planned
Orion-Ramp,Facilities,T-OR-03,TestEquipment,VendorE,2025-09,285891.0,296397.11,290618.75,2025-09-05,2025-11-28,2025-11-17,Installed
Orion-Ramp,Facilities,T-OR-03,Fixtures,VendorE,2025-09,234573.0,241805.65,237827.69,2025-09-11,2026-01-03,,Planned
Orion-Ramp,Facilities,T-OR-03,SpareParts,VendorE,2025-10,235109.0,214678.33,225915.2,2025-10-14,2025-12-18,2025-12-23,Installed
Orion-Ramp,Facilities,T-OR-03,TestEquipment,VendorE,2025-10,220670.0,218312.7,219609.22,2025-10-18,2025-12-24,2026-01-10,Installed
Orion-Ramp,Facilities,T-OR-03,Tooling,VendorE,2025-10,214187.0,221674.52,217556.39,2025-10-07,2026-01-03,,Planned
Orion-Ramp,Facilities,T-OR-03,TestEquipment,VendorE,2025-11,30559.0,35699.08,32872.04,2025-11-16,2026-02-26,2026-03-14,Installed
Orion-Ramp,Facilities,T-OR-03,Tooling,VendorE,2025-11,187498.0,205186.3,195457.73,2025-11-22,2026-01-12,2026-01-18,Installed
Orion-Ramp,Facilities,T-OR-03,SpareParts,VendorE,2025-11,14601.0,15171.57,14857.76,2025-11-12,2025-12-23,2025-12-25,Installed
Orion-Ramp,Facilities,T-OR-03,Tooling,VendorE,2025-12,149325.0,167163.68,157352.41,2025-12-23,2026-02-14,2026-02-10,Installed
Orion-Ramp,Facilities,T-OR-03,SpareParts,VendorE,2025-12,91553.0,97916.4,94416.53,2025-12-04,2026-01-29,2026-01-23,Installed
Orion-Ramp,Facilities,T-OR-03,Facilities,VendorE,2025-12,210619.0,217781.69,213842.21,2025-12-13,2026-04-09,,Planned
Orion-Ramp,Hardware,T-OR-04,IT/Network,VendorB,2024-01,11741.0,11292.9,11539.35,2024-01-15,2024-02-20,,Planned
Orion-Ramp,Hardware,T-OR-04,Facilities,VendorB,2024-01,68445.0,84952.48,75873.37,2024-01-23,2024-03-11,,Planned
Orion-Ramp,Hardware,T-OR-04,SpareParts,VendorB,2024-01,70501.0,70997.82,70724.57,2024-01-17,2024-04-19,2024-04-06,Installed
Orion-Ramp,Hardware,T-OR-04,Facilities,VendorB,2024-02,172269.0,268693.44,215660.0,2024-02-18,2024-04-08,,Planned
Orion-Ramp,Hardware,T-OR-04,SpareParts,VendorB,2024-02,171521.0,230567.67,198092.0,2024-02-21,2024-06-24,,Planned
Orion-Ramp,Hardware,T-OR-04,Tooling,VendorB,2024-02,23585.0,20515.3,22203.63,2024-02-14,2024-05-15,,Planned
Orion-Ramp,Hardware,T-OR-04,Facilities,VendorB,2024-03,30304.0,41574.25,35375.61,2024-03-05,2024-05-04,2024-05-08,Installed
Orion-Ramp,Hardware,T-OR-04,SpareParts,VendorB,2024-03,129681.0,152855.04,140109.32,2024-03-19,2024-06-05,2024-05-23,Installed
Orion-Ramp,Hardware,T-OR-04,IT/Network,VendorB,2024-03,240135.0,321010.28,276528.88,2024-03-21,2024-06-06,2024-05-26,Installed
Orion-Ramp,Hardware,T-OR-04,Facilities,VendorB,2024-04,51024.0,57507.64,53941.64,2024-04-15,2024-07-31,,Planned
Orion-Ramp,Hardware,T-OR-04,Tooling,VendorB,2024-04,124394.0,150032.67,135931.4,2024-04-12,2024-07-16,2024-07-20,Delayed
Orion-Ramp,Hardware,T-OR-04,IT/Network,VendorB,2024-04,206879.0,266479.06,233699.03,2024-04-01,2024-07-28,,Planned
Orion-Ramp,Hardware,T-OR-04,Tooling,VendorB,2024-05,19598.0,26822.43,22848.99,2024-05-24,2024-07-17,2024-08-18,Delayed
Orion-Ramp,Hardware,T-OR-04,Fixtures,VendorB,2024-05,253939.0,244439.18,249664.08,2024-05-17,2024-06-07,2024-05-29,Installed
Orion-Ramp,Hardware,T-OR-04,SpareParts,VendorB,2024-05,270761.0,175093.62,227710.68,2024-05-11,2024-05-31,2024-06-05,Delayed
Orion-Ramp,Hardware,T-OR-04,TestEquipment,VendorB,2024-06,153052.0,167865.34,159718.0,2024-06-09,2024-08-20,,Planned
Orion-Ramp,Hardware,T-OR-04,SpareParts,VendorB,2024-06,81204.0,75884.65,78810.29,2024-06-10,2024-08-11,2024-07-27,Delayed
Orion-Ramp,Hardware,T-OR-04,IT/Network,VendorB,2024-06,46055.0,41655.51,44075.23,2024-06-02,2024-08-05,,Planned
Orion-Ramp,Hardware,T-OR-04,Facilities,VendorB,2024-07,151901.0,101675.58,129299.56,2024-07-19,2024-10-03,2024-09-20,Delayed
Orion-Ramp,Hardware,T-OR-04,TestEquipment,VendorB,2024-07,119176.0,118896.54,119050.24,2024-07-21,2024-09-04,,Planned
Orion-Ramp,Hardware,T-OR-04,IT/Network,VendorB,2024-07,117861.0,92066.32,106253.39,2024-07-02,2024-11-02,2024-11-11,Delayed
Orion-Ramp,Hardware,T-OR-04,Fixtures,VendorB,2024-08,135470.0,148480.41,141324.69,2024-08-13,2024-12-30,2025-01-10,Installed
Orion-Ramp,Hardware,T-OR-04,TestEquipment,VendorB,2024-08,50172.0,42642.05,46783.52,2024-08-06,2024-11-02,,Planned
Orion-Ramp,Hardware,T-OR-04,SpareParts,VendorB,2024-08,223163.0,269264.92,243908.86,2024-08-21,2024-10-08,,Planned
Orion-Ramp,Hardware,T-OR-04,Tooling,VendorB,2024-09,42344.0,45650.38,43831.87,2024-09-04,2025-01-11,2025-01-14,Delayed
Orion-Ramp,Hardware,T-OR-04,Facilities,VendorB,2024-09,289426.0,240546.45,267430.2,2024-09-07,2024-11-11,2024-11-11,Installed
Orion-Ramp,Hardware,T-OR-04,Fixtures,VendorB,2024-09,59783.0,75955.35,67060.56,2024-09-23,2024-11-28,,Planned
Orion-Ramp,Hardware,T-OR-04,IT/Network,VendorB,2024-10,213252.0,158994.29,188836.03,2024-10-14,2024-11-30,2024-12-17,Installed
Orion-Ramp,Hardware,T-OR-04,Fixtures,VendorB,2024-10,205398.0,195198.41,200808.19,2024-10-10,2025-02-07,,Planned
Orion-Ramp,Hardware,T-OR-04,Facilities,VendorB,2024-10,198411.0,217796.19,207134.34,2024-10-12,2025-02-06,2025-01-29,Installed
Orion-Ramp,Hardware,T-OR-04,Facilities,VendorB,2024-11,166826.0,194740.13,179387.36,2024-11-17,2025-02-24,,Planned
Orion-Ramp,Hardware,T-OR-04,TestEquipment,VendorB,2024-11,214911.0,143380.8,182722.41,2024-11-10,2025-02-18,2025-03-21,Installed
Orion-Ramp,Hardware,T-OR-04,SpareParts,VendorB,2024-11,207997.0,214444.58,210898.41,2024-11-22,2025-03-26,,Planned
Orion-Ramp,Hardware,T-OR-04,IT/Network,VendorB,2024-12,295798.0,305131.32,299997.99,2024-12-11,2025-01-04,2024-12-30,Installed
Orion-Ramp,Hardware,T-OR-04,Tooling,VendorB,2024-12,238852.0,235977.23,237558.36,2024-12-03,2025-04-05,2025-04-29,Installed
Orion-Ramp,Hardware,T-OR-04,Fixtures,VendorB,2024-12,15146.0,12913.78,14141.5,2024-12-10,2025-04-17,,Planned
Orion-Ramp,Hardware,T-OR-04,TestEquipment,VendorB,2025-01,42698.0,30696.07,37297.13,2025-01-19,2025-05-07,2025-05-31,Installed
Orion-Ramp,Hardware,T-OR-04,Fixtures,VendorB,2025-01,200126.0,227346.93,212375.42,2025-01-25,2025-06-13,,Planned
Orion-Ramp,Hardware,T-OR-04,IT/Network,VendorB,2025-01,178437.0,137263.89,159909.1,2025-01-08,2025-05-09,2025-06-05,Installed
Orion-Ramp,Hardware,T-OR-04,TestEquipment,VendorB,2025-02,170007.0,139511.94,156284.22,2025-02-15,2025-03-20,2025-03-26,Installed
Orion-Ramp,Hardware,T-OR-04,Tooling,VendorB,2025-02,131126.0,148493.93,138941.57,2025-02-11,2025-05-05,,Planned
Orion-Ramp,Hardware,T-OR-04,IT/Network,VendorB,2025-02,34544.0,32416.49,33586.62,2025-02-01,2025-02-21,2025-02-14,Delayed
Orion-Ramp,Hardware,T-OR-04,TestEquipment,VendorB,2025-03,270162.0,251251.02,261652.06,2025-03-02,2025-03-22,,Planned
Orion-Ramp,Hardware,T-OR-04,IT/Network,VendorB,2025-03,270542.0,241676.26,257552.42,2025-03-08,2025-05-27,2025-05-15,Delayed
Orion-Ramp,Hardware,T-OR-04,Facilities,VendorB,2025-03,109036.0,110520.58,109704.06,2025-03-20,2025-05-13,2025-06-09,Installed
Orion-Ramp,Hardware,T-OR-04,Fixtures,VendorB,2025-04,254449.0,259777.7,256846.92,2025-04-04,2025-07-03,2025-07-08,Installed
Orion-Ramp,Hardware,T-OR-04,TestEquipment,VendorB,2025-04,36466.0,28279.37,32782.02,2025-04-11,2025-08-02,,Planned
Orion-Ramp,Hardware,T-OR-04,Tooling,VendorB,2025-04,268789.0,286793.4,276890.98,2025-04-14,2025-06-11,2025-06-20,Installed
Orion-Ramp,Hardware,T-OR-04,Tooling,VendorB,2025-05,248446.0,271488.59,258815.16,2025-05-01,2025-06-25,,Planned
Orion-Ramp,Hardware,T-OR-04,Facilities,VendorB,2025-05,139499.0,141958.02,140605.56,2025-05-04,2025-09-13,2025-09-03,Installed
Orion-Ramp,Hardware,T-OR-04,SpareParts,VendorB,2025-05,186996.0,192125.45,189304.25,2025-05-05,2025-08-04,2025-08-27,Installed
Orion-Ramp,Hardware,T-OR-04,Fixtures,VendorB,2025-06,233461.0,255741.52,243487.23,2025-06-02,2025-07-08,2025-07-07,Installed
Orion-Ramp,Hardware,T-OR-04,Tooling,VendorB,2025-06,133181.0,139909.19,136208.69,2025-06-01,2025-07-21,2025-08-09,Installed
Orion-Ramp,Hardware,T-OR-04,TestEquipment,VendorB,2025-06,14170.0,14142.91,14157.81,2025-06-15,2025-09-20,,Planned
Orion-Ramp,Hardware,T-OR-04,TestEquipment,VendorB,2025-07,28451.0,27409.55,27982.35,2025-07-19,2025-09-06,,Planned
Orion-Ramp,Hardware,T-OR-04,SpareParts,VendorB,2025-07,263316.0,253325.68,258820.35,2025-07-12,2025-11-14,2025-11-12,Delayed
Orion-Ramp,Hardware,T-OR-04,Fixtures,VendorB,2025-07,87390.0,104554.64,95114.09,2025-07-02,2025-09-22,,Planned
Orion-Ramp,Hardware,T-OR-04,Fixtures,VendorB,2025-08,78949.0,81588.71,80136.87,2025-08-12,2025-09-10,,Planned
Orion-Ramp,Hardware,T-OR-04,SpareParts,VendorB,2025-08,96210.0,98937.7,97437.46,2025-08-04,2025-12-20,2025-12-08,Installed
Orion-Ramp,Hardware,T-OR-04,TestEquipment,VendorB,2025-08,12960.0,14982.54,13870.14,2025-08-07,2025-10-13,,Planned
Orion-Ramp,Hardware,T-OR-04,TestEquipment,VendorB,2025-09,286064.0,259867.82,274275.72,2025-09-11,2025-11-25,,Planned
Orion-Ramp,Hardware,T-OR-04,IT/Network,VendorB,2025-09,33312.0,34819.4,33990.33,2025-09-08,2025-11-14,,Planned
Orion-Ramp,Hardware,T-OR-04,Fixtures,VendorB,2025-09,197653.0,183754.27,191398.57,2025-09-06,2026-01-15,,Planned
Orion-Ramp,Hardware,T-OR-04,SpareParts,VendorB,2025-10,263968.0,300591.95,280448.78,2025-10-08,2026-02-23,2026-03-09,Installed
Orion-Ramp,Hardware,T-OR-04,IT/Network,VendorB,2025-10,226865.0,227044.83,226945.92,2025-10-17,2026-01-10,2026-01-22,Installed
Orion-Ramp,Hardware,T-OR-04,Tooling,VendorB,2025-10,211910.0,232850.36,221333.16,2025-10-22,2026-02-21,,Planned
Orion-Ramp,Hardware,T-OR-04,Facilities,VendorB,2025-11,287887.0,297750.67,292325.65,2025-11-20,2025-12-26,,Planned
Orion-Ramp,Hardware,T-OR-04,SpareParts,VendorB,2025-11,235255.0,244922.0,239605.15,2025-11-09,2026-01-18,,Planned
Orion-Ramp,Hardware,T-OR-04,IT/Network,VendorB,2025-11,86731.0,103595.52,94320.03,2025-11-16,2026-01-28,2026-01-20,Installed
Orion-Ramp,Hardware,T-OR-04,IT/Network,VendorB,2025-12,24431.0,22988.3,23781.78,2025-12-02,2025-12-28,,Planned
Orion-Ramp,Hardware,T-OR-04,Facilities,VendorB,2025-12,213744.0,220542.76,216803.44,2025-12-13,2026-04-30,2026-04-24,Installed
Orion-Ramp,Hardware,T-OR-04,SpareParts,VendorB,2025-12,180803.0,174887.24,178140.91,2025-12-05,2026-02-01,2026-02-08,Installed
Orion-Ramp,Controls,T-OR-05,Fixtures,VendorC,2024-01,211742.0,247987.43,228052.44,2024-01-06,2024-03-06,2024-02-21,Delayed
Orion-Ramp,Controls,T-OR-05,TestEquipment,VendorC,2024-01,195865.0,191427.68,193868.21,2024-01-09,2024-03-10,2024-03-07,Installed
Orion-Ramp,Controls,T-OR-05,SpareParts,VendorC,2024-01,84035.0,71470.6,78381.02,2024-01-01,2024-02-04,,Planned
Orion-Ramp,Controls,T-OR-05,Fixtures,VendorC,2024-02,143012.0,117938.99,131729.15,2024-02-01,2024-05-06,2024-06-09,Installed
Orion-Ramp,Controls,T-OR-05,SpareParts,VendorC,2024-02,191612.0,202032.82,196301.37,2024-02-19,2024-06-03,2024-06-23,Installed
Orion-Ramp,Controls,T-OR-05,IT/Network,VendorC,2024-02,92380.0,115090.6,102599.77,2024-02-14,2024-04-16,,Planned
Orion-Ramp,Controls,T-OR-05,Fixtures,VendorC,2024-03,25954.0,26960.44,26406.9,2024-03-24,2024-05-04,,Planned
Orion-Ramp,Controls,T-OR-05,Facilities,VendorC,2024-03,166609.0,146323.54,157480.54,2024-03-17,2024-06-22,,Planned
Orion-Ramp,Controls,T-OR-05,SpareParts,VendorC,2024-03,14491.0,16136.5,15231.47,2024-03-25,2024-04-17,2024-04-15,Installed
Orion-Ramp,Controls,T-OR-05,Facilities,VendorC,2024-04,189813.0,249102.41,216493.23,2024-04-22,2024-07-03,2024-07-03,Delayed
Orion-Ramp,Controls,T-OR-05,Tooling,VendorC,2024-04,49631.0,54326.71,51744.07,2024-04-23,2024-06-25,2024-07-06,Installed
Orion-Ramp,Controls,T-OR-05,TestEquipment,VendorC,2024-04,224139.0,290559.67,254028.3,2024-04-06,2024-07-08,,Planned
Orion-Ramp,Controls,T-OR-05,Facilities,VendorC,2024-05,216854.0,174916.08,197981.94,2024-05-01,2024-06-30,2024-08-02,Installed
Orion-Ramp,Controls,T-OR-05,Fixtures,VendorC,2024-05,142268.0,115763.96,130341.18,2024-05-22,2024-07-28,2024-08-28,Installed
Orion-Ramp,Controls,T-OR-05,IT/Network,VendorC,2024-05,94713.0,130681.7,110898.92,2024-05-20,2024-08-31,2024-10-02,Installed
Orion-Ramp,Controls,T-OR-05,SpareParts,VendorC,2024-06,251723.0,233973.68,243735.8,2024-06-23,2024-08-24,2024-08-14,Installed
Orion-Ramp,Controls,T-OR-05,Tooling,VendorC,2024-06,212440.0,169546.11,193137.75,2024-06-17,2024-10-16,2024-10-21,Installed
Orion-Ramp,Controls,T-OR-05,TestEquipment,VendorC,2024-06,111596.0,103572.97,107985.64,2024-06-04,2024-08-16,2024-09-18,Installed
Orion-Ramp,Controls,T-OR-05,Tooling,VendorC,2024-07,231216.0,262354.75,245228.44,2024-07-06,2024-09-29,2024-10-02,Installed
Orion-Ramp,Controls,T-OR-05,SpareParts,VendorC,2024-07,266633.0,304293.81,283580.36,2024-07-25,2024-09-30,2024-09-30,Installed
Orion-Ramp,Controls,T-OR-05,IT/Network,VendorC,2024-07,195661.0,140725.29,170939.93,2024-07-13,2024-10-04,2024-10-18,Installed
Orion-Ramp,Controls,T-OR-05,TestEquipment,VendorC,2024-08,249478.0,217999.27,235312.57,2024-08-09,2024-11-30,2024-12-24,Installed
Orion-Ramp,Controls,T-OR-05,Fixtures,VendorC,2024-08,15650.0,15707.13,15675.71,2024-08-22,2024-10-20,2024-10-07,Installed
Orion-Ramp,Controls,T-OR-05,SpareParts,VendorC,2024-08,123611.0,96421.49,111375.72,2024-08-17,2024-11-20,2024-11-10,Installed
Orion-Ramp,Controls,T-OR-05,Facilities,VendorC,2024-09,260008.0,155962.92,213187.71,2024-09-12,2024-12-05,,Planned
Orion-Ramp,Controls,T-OR-05,Tooling,VendorC,2024-09,189780.0,236965.2,211013.34,2024-09-13,2024-10-21,,Planned
Orion-Ramp,Controls,T-OR-05,SpareParts,VendorC,2024-09,265146.0,213803.72,242041.97,2024-09-03,2025-01-14,2025-01-18,Installed
Orion-Ramp,Controls,T-OR-05,Fixtures,VendorC,2024-10,256062.0,267234.02,261089.41,2024-10-21,2024-11-20,2024-11-28,Installed
Orion-Ramp,Controls,T-OR-05,Tooling,VendorC,2024-10,294500.0,289274.37,292148.47,2024-10-05,2024-11-04,2024-11-08,Installed
Orion-Ramp,Controls,T-OR-05,IT/Network,VendorC,2024-10,215478.0,249758.7,230904.31,2024-10-25,2024-12-19,,Planned
Orion-Ramp,Controls,T-OR-05,Fixtures,VendorC,2024-11,245498.0,253058.75,248900.34,2024-11-21,2025-02-04,,Planned
Orion-Ramp,Controls,T-OR-05,IT/Network,VendorC,2024-11,77603.0,73150.85,75599.53,2024-11-16,2025-01-28,2025-02-08,Installed
Orion-Ramp,Controls,T-OR-05,SpareParts,VendorC,2024-11,203691.0,184101.7,194875.81,2024-11-08,2025-03-13,,Planned
Orion-Ramp,Controls,T-OR-05,Tooling,VendorC,2024-12,196018.0,199409.8,197544.31,2024-12-09,2025-02-02,2025-02-16,Installed
Orion-Ramp,Controls,T-OR-05,Facilities,VendorC,2024-12,106817.0,65211.19,88094.39,2024-12-08,2025-03-22,2025-04-13,Installed
Orion-Ramp,Controls,T-OR-05,Fixtures,VendorC,2024-12,198815.0,209810.58,203763.01,2024-12-02,2025-02-06,,Planned
Orion-Ramp,Controls,T-OR-05,TestEquipment,VendorC,2025-01,81991.0,88513.31,84926.04,2025-01-07,2025-02-02,,Planned
Orion-Ramp,Controls,T-OR-05,IT/Network,VendorC,2025-01,249085.0,318490.44,280317.45,2025-01-09,2025-04-08,2025-04-03,Installed
Orion-Ramp,Controls,T-OR-05,Facilities,VendorC,2025-01,275225.0,300738.89,286706.25,2025-01-22,2025-02-22,,Planned
Orion-Ramp,Controls,T-OR-05,SpareParts,VendorC,2025-02,46516.0,42778.31,44834.04,2025-02-20,2025-04-29,2025-05-28,Installed
Orion-Ramp,Controls,T-OR-05,Tooling,VendorC,2025-02,223678.0,171816.27,200340.22,2025-02-01,2025-03-03,,Planned
Orion-Ramp,Controls,T-OR-05,IT/Network,VendorC,2025-02,287437.0,295635.03,291126.12,2025-02-01,2025-03-10,,Planned
Orion-Ramp,Controls,T-OR-05,SpareParts,VendorC,2025-03,188264.0,202000.15,194445.27,2025-03-24,2025-06-07,,Planned
Orion-Ramp,Controls,T-OR-05,IT/Network,VendorC,2025-03,277918.0,277629.48,277788.17,2025-03-05,2025-04-14,2025-05-16,Installed
Orion-Ramp,Controls,T-OR-05,Facilities,VendorC,2025-03,285800.0,269148.44,278306.8,2025-03-10,2025-06-01,,Planned
Orion-Ramp,Controls,T-OR-05,Fixtures,VendorC,2025-04,50631.0,54558.0,52398.15,2025-04-05,2025-06-15,,Planned
Orion-Ramp,Controls,T-OR-05,Tooling,VendorC,2025-04,47464.0,48127.43,47762.54,2025-04-25,2025-06-28,2025-06-26,Installed
Orion-Ramp,Controls,T-OR-05,Facilities,VendorC,2025-04,218205.0,209808.32,214426.5,2025-04-05,2025-08-09,2025-08-08,Installed
Orion-Ramp,Controls,T-OR-05,Facilities,VendorC,2025-05,261722.0,203371.83,235464.42,2025-05-25,2025-09-16,,Planned
Orion-Ramp,Controls,T-OR-05,Fixtures,VendorC,2025-05,106034.0,99648.67,103160.6,2025-05-02,2025-08-29,,Planned
Orion-Ramp,Controls,T-OR-05,Tooling,VendorC,2025-05,297473.0,306763.66,301653.8,2025-05-14,2025-06-24,,Planned
Orion-Ramp,Controls,T-OR-05,Fixtures,VendorC,2025-06,185759.0,195167.8,189992.96,2025-06-06,2025-07-22,2025-08-06,Installed
Orion-Ramp,Controls,T-OR-05,Facilities,VendorC,2025-06,87620.0,95409.33,91125.2,2025-06-03,2025-08-25,2025-09-14,Installed
Orion-Ramp,Controls,T-OR-05,Tooling,VendorC,2025-06,191533.0,208507.61,199171.57,2025-06-21,2025-11-04,,Planned
Orion-Ramp,Controls,T-OR-05,IT/Network,VendorC,2025-07,48480.0,40334.45,44814.5,2025-07-09,2025-09-08,2025-09-25,Installed
Orion-Ramp,Controls,T-OR-05,Fixtures,VendorC,2025-07,294059.0,341444.31,315382.39,2025-07-09,2025-10-15,,Planned
Orion-Ramp,Controls,T-OR-05,Tooling,VendorC,2025-07,17859.0,19494.22,18594.85,2025-07-15,2025-09-11,2025-10-01,Installed
Orion-Ramp,Controls,T-OR-05,Facilities,VendorC,2025-08,50962.0,45269.74,48400.48,2025-08-17,2025-09-10,2025-09-15,Installed
Orion-Ramp,Controls,T-OR-05,TestEquipment,VendorC,2025-08,46902.0,50847.16,48677.32,2025-08-24,2025-10-12,,Planned
Orion-Ramp,Controls,T-OR-05,SpareParts,VendorC,2025-08,285910.0,279861.42,283188.14,2025-08-24,2025-11-21,,Planned
Orion-Ramp,Controls,T-OR-05,Fixtures,VendorC,2025-09,251178.0,236354.11,244507.25,2025-09-15,2025-11-11,,Planned
Orion-Ramp,Controls,T-OR-05,IT/Network,VendorC,2025-09,153718.0,148628.12,151427.55,2025-09-24,2025-12-05,2025-11-28,Installed
Orion-Ramp,Controls,T-OR-05,Facilities,VendorC,2025-09,79982.0,71848.71,76322.02,2025-09-08,2025-11-15,2025-12-02,Installed
Orion-Ramp,Controls,T-OR-05,Tooling,VendorC,2025-10,120893.0,124657.52,122587.03,2025-10-20,2026-01-20,,Planned
Orion-Ramp,Controls,T-OR-05,Fixtures,VendorC,2025-10,61386.0,55871.38,58904.42,2025-10-01,2026-02-09,2026-01-31,Delayed
Orion-Ramp,Controls,T-OR-05,SpareParts,VendorC,2025-10,188589.0,168222.5,179424.07,2025-10-02,2026-01-18,2026-02-18,Installed
Orion-Ramp,Controls,T-OR-05,TestEquipment,VendorC,2025-11,77227.0,73811.51,75690.03,2025-11-03,2026-02-15,,Planned
Orion-Ramp,Controls,T-OR-05,IT/Network,VendorC,2025-11,200811.0,209847.53,204877.44,2025-11-24,2026-04-11,2026-05-05,Installed
Orion-Ramp,Controls,T-OR-05,SpareParts,VendorC,2025-11,245765.0,255041.32,249939.34,2025-11-22,2025-12-30,,Planned
Orion-Ramp,Controls,T-OR-05,Tooling,VendorC,2025-12,185030.0,208616.42,195643.89,2025-12-15,2026-02-01,2026-02-20,Installed
Orion-Ramp,Controls,T-OR-05,TestEquipment,VendorC,2025-12,197885.0,228222.84,211537.03,2025-12-08,2026-02-07,,Planned
Orion-Ramp,Controls,T-OR-05,SpareParts,VendorC,2025-12,142902.0,158122.79,149751.35,2025-12-20,2026-01-30,2026-01-26,Installed
Orion-Ramp,Facilities,T-OR-06,SpareParts,VendorD,2024-01,171229.0,187481.73,178542.73,2024-01-25,2024-04-15,2024-05-14,Installed
Orion-Ramp,Facilities,T-OR-06,IT/Network,VendorD,2024-01,68410.0,52050.75,61048.34,2024-01-18,2024-03-03,2024-03-19,Delayed
